,,,,,,,,,,,,
"Measure category",Measure_Type,Pre_Main_Heating_Source,Post_Main_Heating_Source,"Total Floor Area Band ","Starting Band","Average Treatable Factor","Cost Savings","SAP Savings",,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",73-97,High_C,0.96,57.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",73-97,Low_C,0.96,79.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",73-97,High_D,0.96,106.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",73-97,Low_D,0.96,133.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",73-97,High_E,0.96,166.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",73-97,Low_E,0.96,197.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",73-97,High_F,0.96,241.9,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",73-97,Low_F,0.96,291.2,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",73-97,High_G,0.96,360.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",73-97,Low_G,0.96,439.4,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",98-199,High_B,0.96,22.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",98-199,Low_B,0.96,45.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",98-199,High_C,0.96,73.9,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",98-199,Low_C,0.96,98.9,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",98-199,High_D,0.96,131,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",98-199,Low_D,0.96,161.9,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",98-199,High_E,0.96,199.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",98-199,Low_E,0.96,235.8,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",98-199,High_F,0.96,286.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",98-199,Low_F,0.96,343.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",98-199,High_G,0.96,422.9,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",98-199,Low_G,0.96,513.9,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",200+,High_B,0.96,60.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",200+,Low_B,0.96,101.9,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",200+,High_C,0.96,153.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",200+,Low_C,0.96,199.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",200+,High_D,0.96,257.2,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",200+,Low_D,0.96,311.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",200+,High_E,0.96,378.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",200+,Low_E,0.96,442.8,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",200+,High_F,0.96,533.4,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",200+,Low_F,0.96,634.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",200+,High_G,0.96,776.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Gas Back Boiler to Radiators","DHS non-CHP",200+,Low_G,0.96,938.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",0-72,High_B,0.96,0,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",0-72,Low_B,0.96,0,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",0-72,High_C,0.96,18.4,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",0-72,Low_C,0.96,53,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",0-72,High_D,0.96,97.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",0-72,Low_D,0.96,141.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",0-72,High_E,0.96,194.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",0-72,Low_E,0.96,245.8,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",0-72,High_F,0.96,317.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",0-72,Low_F,0.96,397.9,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",0-72,High_G,0.96,510.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",0-72,Low_G,0.96,639.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",73-97,High_B,0.96,0,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",73-97,Low_B,0.96,0,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",73-97,High_C,0.96,41,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",73-97,Low_C,0.96,78.8,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",73-97,High_D,0.96,127.4,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",73-97,Low_D,0.96,174.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",73-97,High_E,0.96,232.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",73-97,Low_E,0.96,287.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",73-97,High_F,0.96,365.4,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",73-97,Low_F,0.96,452.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",73-97,High_G,0.96,573.8,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",73-97,Low_G,0.96,713,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",98-199,High_B,0.96,0,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",98-199,Low_B,0.96,25.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",98-199,High_C,0.96,75.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",98-199,Low_C,0.96,119.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",98-199,High_D,0.96,176.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",98-199,Low_D,0.96,230.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",98-199,High_E,0.96,296.9,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",98-199,Low_E,0.96,360.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",98-199,High_F,0.96,450.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",98-199,Low_F,0.96,549.9,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",98-199,High_G,0.96,690,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",98-199,Low_G,0.96,850.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",200+,High_B,0.96,52.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",200+,Low_B,0.96,125,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",200+,High_C,0.96,216.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",200+,Low_C,0.96,296.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",200+,High_D,0.96,398.4,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",200+,Low_D,0.96,493.2,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",200+,High_E,0.96,611.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",200+,Low_E,0.96,725,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",200+,High_F,0.96,884.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",200+,Low_F,0.96,1062.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",200+,High_G,0.96,1312,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","DHS non-CHP",200+,Low_G,0.96,1597.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",0-72,High_B,0.96,229.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",0-72,Low_B,0.96,229.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",0-72,High_C,0.96,229.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",0-72,Low_C,0.96,229.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",0-72,High_D,0.96,290.2,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",0-72,Low_D,0.96,376.2,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",0-72,High_E,0.96,481.2,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",0-72,Low_E,0.96,582,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",0-72,High_F,0.96,723.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",0-72,Low_F,0.96,881.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",0-72,High_G,0.96,1103.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",0-72,Low_G,0.96,1356.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",73-97,High_B,0.96,208.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",73-97,Low_B,0.96,208.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",73-97,High_C,0.96,208.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",73-97,Low_C,0.96,244.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",73-97,High_D,0.96,340.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",73-97,Low_D,0.96,433,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",73-97,High_E,0.96,546.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",73-97,Low_E,0.96,655.4,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",73-97,High_F,0.96,808.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",73-97,Low_F,0.96,979.2,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",73-97,High_G,0.96,1218.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",73-97,Low_G,0.96,1492.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",98-199,High_B,0.96,187.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",98-199,Low_B,0.96,187.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",98-199,High_C,0.96,229.4,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",98-199,Low_C,0.96,316,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",98-199,High_D,0.96,427.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",98-199,Low_D,0.96,534.2,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",98-199,High_E,0.96,664.8,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",98-199,Low_E,0.96,790.2,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",98-199,High_F,0.96,966.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",98-199,Low_F,0.96,1162.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",98-199,High_G,0.96,1438.4,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",98-199,Low_G,0.96,1753.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",200+,High_B,0.96,187.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",200+,Low_B,0.96,326.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",200+,High_C,0.96,505.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",200+,Low_C,0.96,663.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",200+,High_D,0.96,864.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",200+,Low_D,0.96,1051.2,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",200+,High_E,0.96,1283.9,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",200+,Low_E,0.96,1507.4,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",200+,High_F,0.96,1821.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",200+,Low_F,0.96,2171.4,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",200+,High_G,0.96,2662.8,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Boiler","DHS non-CHP",200+,Low_G,0.96,3224.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",0-72,High_B,0.96,221.2,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",0-72,Low_B,0.96,221.2,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",0-72,High_C,0.96,221.2,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",0-72,Low_C,0.96,221.2,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",0-72,High_D,0.96,282.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",0-72,Low_D,0.96,368.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",0-72,High_E,0.96,473,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",0-72,Low_E,0.96,573.8,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",0-72,High_F,0.96,715.4,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",0-72,Low_F,0.96,873.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",0-72,High_G,0.96,1095,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",0-72,Low_G,0.96,1348.4,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",73-97,High_B,0.96,201.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",73-97,Low_B,0.96,201.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",73-97,High_C,0.96,201.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",73-97,Low_C,0.96,236.9,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",73-97,High_D,0.96,332.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",73-97,Low_D,0.96,425.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",73-97,High_E,0.96,539.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",73-97,Low_E,0.96,648,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",73-97,High_F,0.96,801.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",73-97,Low_F,0.96,971.8,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",73-97,High_G,0.96,1211.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",73-97,Low_G,0.96,1485.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",98-199,High_B,0.96,181,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",98-199,Low_B,0.96,181,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",98-199,High_C,0.96,222.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",98-199,Low_C,0.96,309.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",98-199,High_D,0.96,420.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",98-199,Low_D,0.96,527.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",98-199,High_E,0.96,658.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",98-199,Low_E,0.96,783.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",98-199,High_F,0.96,959.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",98-199,Low_F,0.96,1156.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",98-199,High_G,0.96,1431.8,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",98-199,Low_G,0.96,1747,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",200+,High_B,0.96,181,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",200+,Low_B,0.96,319.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",200+,High_C,0.96,499,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",200+,Low_C,0.96,656.4,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",200+,High_D,0.96,857.8,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",200+,Low_D,0.96,1044.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",200+,High_E,0.96,1277.2,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",200+,Low_E,0.96,1500.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",200+,High_F,0.96,1814.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",200+,Low_F,0.96,2164.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",200+,High_G,0.96,2656.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Electric Room Heaters","DHS non-CHP",200+,Low_G,0.96,3218,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",0-72,High_B,0.96,0,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",0-72,Low_B,0.96,0,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",0-72,High_C,0.96,0,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",0-72,Low_C,0.96,14.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",0-72,High_D,0.96,53.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",0-72,Low_D,0.96,91,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",0-72,High_E,0.96,137.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",0-72,Low_E,0.96,181.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",0-72,High_F,0.96,243.8,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",0-72,Low_F,0.96,313.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",0-72,High_G,0.96,410.8,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",0-72,Low_G,0.96,522.3,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",73-97,High_B,0.96,0,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",73-97,Low_B,0.96,0,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",73-97,High_C,0.96,7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",73-97,Low_C,0.96,39.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",73-97,High_D,0.96,81.9,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",73-97,Low_D,0.96,122.7,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",73-97,High_E,0.96,172.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",73-97,Low_E,0.96,220.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",73-97,High_F,0.96,287.9,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",73-97,Low_F,0.96,363,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",73-97,High_G,0.96,468.4,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",73-97,Low_G,0.96,588.9,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",98-199,High_B,0.96,0,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",98-199,Low_B,0.96,0,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",98-199,High_C,0.96,39.9,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",98-199,Low_C,0.96,78,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",98-199,High_D,0.96,127,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",98-199,Low_D,0.96,174,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",98-199,High_E,0.96,231.5,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",98-199,Low_E,0.96,286.6,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",98-199,High_F,0.96,364.1,N/A,,,,
DHS,DHS_connection_nopreHCs,"Condensing Oil Boiler","DHS non-CHP",98-199,Low_F,0.96,450.5,N/A,,,,
