,,,,,,,,,,,,
"Measure category",Measure_Type,Pre_Main_Heating_Source,Post_Main_Heating_Source,"Total Floor Area Band ","Starting Band","Average Treatable Factor","Cost Savings","SAP Savings",,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,N/A,98-199,High_E,0.95,368.5,N/A,,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,N/A,98-199,Low_E,0.95,402.4,N/A,,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,N/A,98-199,High_F,0.95,450.6,N/A,,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,N/A,98-199,Low_F,0.95,503.8,N/A,,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,N/A,98-199,High_G,0.95,575.9,N/A,,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,N/A,98-199,Low_G,0.95,653.9,N/A,,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,N/A,98-199,High_B,0.95,276.2,N/A,,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,N/A,98-199,Low_B,0.95,278.5,N/A,,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,N/A,98-199,High_C,0.95,284.8,N/A,,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,N/A,98-199,Low_C,0.95,293.6,N/A,,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,N/A,98-199,High_D,0.95,309.2,N/A,,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,N/A,98-199,Low_D,0.95,328,N/A,,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,N/A,98-199,High_E,0.95,357,N/A,,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,N/A,98-199,Low_E,0.95,389.9,N/A,,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,N/A,98-199,High_F,0.95,436.8,N/A,,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,N/A,98-199,Low_F,0.95,488.5,N/A,,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,N/A,98-199,High_G,0.95,558.6,N/A,,,,
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,N/A,98-199,Low_G,0.95,634.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.55,N/A,N/A,200+,High_B,0.95,293.8,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.55,N/A,N/A,200+,Low_B,0.95,297.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.55,N/A,N/A,200+,High_C,0.95,306.6,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.55,N/A,N/A,200+,Low_C,0.95,317.5,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.55,N/A,N/A,200+,High_D,0.95,335.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.55,N/A,N/A,200+,Low_D,0.95,357.4,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.55,N/A,N/A,200+,High_E,0.95,389.8,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.55,N/A,N/A,200+,Low_E,0.95,426.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.55,N/A,N/A,200+,High_F,0.95,477.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.55,N/A,N/A,200+,Low_F,0.95,533,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.55,N/A,N/A,200+,High_G,0.95,608.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.55,N/A,N/A,200+,Low_G,0.95,688.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.23,N/A,N/A,200+,High_B,0.95,385.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.23,N/A,N/A,200+,Low_B,0.95,390.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.23,N/A,N/A,200+,High_C,0.95,401.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.23,N/A,N/A,200+,Low_C,0.95,415.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.23,N/A,N/A,200+,High_D,0.95,438.5,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.23,N/A,N/A,200+,Low_D,0.95,465.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.23,N/A,N/A,200+,High_E,0.95,507.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.23,N/A,N/A,200+,Low_E,0.95,553.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.23,N/A,N/A,200+,High_F,0.95,618.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.23,N/A,N/A,200+,Low_F,0.95,689.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.23,N/A,N/A,200+,High_G,0.95,784.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.23,N/A,N/A,200+,Low_G,0.95,887.4,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.3,N/A,N/A,200+,High_B,0.95,364.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.3,N/A,N/A,200+,Low_B,0.95,369.6,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.3,N/A,N/A,200+,High_C,0.95,380.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.3,N/A,N/A,200+,Low_C,0.95,393.4,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.3,N/A,N/A,200+,High_D,0.95,415.6,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.3,N/A,N/A,200+,Low_D,0.95,441.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.3,N/A,N/A,200+,High_E,0.95,481,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.3,N/A,N/A,200+,Low_E,0.95,524.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.3,N/A,N/A,200+,High_F,0.95,586.8,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.3,N/A,N/A,200+,Low_F,0.95,654.5,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.3,N/A,N/A,200+,High_G,0.95,745.5,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.3,N/A,N/A,200+,Low_G,0.95,843.4,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.6,N/A,N/A,200+,High_B,0.95,280,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.6,N/A,N/A,200+,Low_B,0.95,283.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.6,N/A,N/A,200+,High_C,0.95,292.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.6,N/A,N/A,200+,Low_C,0.95,302.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.6,N/A,N/A,200+,High_D,0.95,320.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.6,N/A,N/A,200+,Low_D,0.95,340.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.6,N/A,N/A,200+,High_E,0.95,371.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.6,N/A,N/A,200+,Low_E,0.95,406.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.6,N/A,N/A,200+,High_F,0.95,455.6,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.6,N/A,N/A,200+,Low_F,0.95,509.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.6,N/A,N/A,200+,High_G,0.95,581,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.7_0.6,N/A,N/A,200+,Low_G,0.95,658.4,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.45,N/A,N/A,200+,High_B,0.95,142,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.45,N/A,N/A,200+,Low_B,0.95,143.5,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.45,N/A,N/A,200+,High_C,0.95,147.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.45,N/A,N/A,200+,Low_C,0.95,151.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.45,N/A,N/A,200+,High_D,0.95,160.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.45,N/A,N/A,200+,Low_D,0.95,170.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.45,N/A,N/A,200+,High_E,0.95,185.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.45,N/A,N/A,200+,Low_E,0.95,202.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.45,N/A,N/A,200+,High_F,0.95,226.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.45,N/A,N/A,200+,Low_F,0.95,252.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.45,N/A,N/A,200+,High_G,0.95,288.5,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.45,N/A,N/A,200+,Low_G,0.95,327.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.3,N/A,N/A,200+,High_B,0.95,182.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.3,N/A,N/A,200+,Low_B,0.95,184.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.3,N/A,N/A,200+,High_C,0.95,189.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.3,N/A,N/A,200+,Low_C,0.95,195.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.3,N/A,N/A,200+,High_D,0.95,205.8,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.3,N/A,N/A,200+,Low_D,0.95,218.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.3,N/A,N/A,200+,High_E,0.95,237.4,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.3,N/A,N/A,200+,Low_E,0.95,258.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.3,N/A,N/A,200+,High_F,0.95,289.5,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.3,N/A,N/A,200+,Low_F,0.95,323.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.3,N/A,N/A,200+,High_G,0.95,368.6,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.3,N/A,N/A,200+,Low_G,0.95,417.6,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.6,N/A,N/A,200+,High_B,0.95,102.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.6,N/A,N/A,200+,Low_B,0.95,103.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.6,N/A,N/A,200+,High_C,0.95,105.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.6,N/A,N/A,200+,Low_C,0.95,109.4,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.6,N/A,N/A,200+,High_D,0.95,115.5,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.6,N/A,N/A,200+,Low_D,0.95,122.8,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.6,N/A,N/A,200+,High_E,0.95,133.8,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.6,N/A,N/A,200+,Low_E,0.95,146.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.6,N/A,N/A,200+,High_F,0.95,163.8,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.6,N/A,N/A,200+,Low_F,0.95,183.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.6,N/A,N/A,200+,High_G,0.95,209.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_1.0_0.6,N/A,N/A,200+,Low_G,0.95,237.4,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.24,N/A,N/A,200+,High_B,0.95,95.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.24,N/A,N/A,200+,Low_B,0.95,95.8,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.24,N/A,N/A,200+,High_C,0.95,97.8,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.24,N/A,N/A,200+,Low_C,0.95,100.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.24,N/A,N/A,200+,High_D,0.95,105.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.24,N/A,N/A,200+,Low_D,0.95,112.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.24,N/A,N/A,200+,High_E,0.95,121.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.24,N/A,N/A,200+,Low_E,0.95,132.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.24,N/A,N/A,200+,High_F,0.95,148.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.24,N/A,N/A,200+,Low_F,0.95,165.5,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.24,N/A,N/A,200+,High_G,0.95,188.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.24,N/A,N/A,200+,Low_G,0.95,214.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.3,N/A,N/A,200+,High_B,0.95,78.8,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.3,N/A,N/A,200+,Low_B,0.95,79.4,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.3,N/A,N/A,200+,High_C,0.95,81.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.3,N/A,N/A,200+,Low_C,0.95,83.6,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.3,N/A,N/A,200+,High_D,0.95,87.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.3,N/A,N/A,200+,Low_D,0.95,93.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.3,N/A,N/A,200+,High_E,0.95,101.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.3,N/A,N/A,200+,Low_E,0.95,110.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.3,N/A,N/A,200+,High_F,0.95,123.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.3,N/A,N/A,200+,Low_F,0.95,137.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.3,N/A,N/A,200+,High_G,0.95,157.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.6_0.3,N/A,N/A,200+,Low_G,0.95,178.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.45_0.21,N/A,N/A,200+,High_B,0.95,63.5,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.45_0.21,N/A,N/A,200+,Low_B,0.95,64,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.45_0.21,N/A,N/A,200+,High_C,0.95,65.4,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.45_0.21,N/A,N/A,200+,Low_C,0.95,67.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.45_0.21,N/A,N/A,200+,High_D,0.95,70.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.45_0.21,N/A,N/A,200+,Low_D,0.95,74.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.45_0.21,N/A,N/A,200+,High_E,0.95,81.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.45_0.21,N/A,N/A,200+,Low_E,0.95,88.6,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.45_0.21,N/A,N/A,200+,High_F,0.95,99.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.45_0.21,N/A,N/A,200+,Low_F,0.95,110.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.45_0.21,N/A,N/A,200+,High_G,0.95,126.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_0.45_0.21,N/A,N/A,200+,Low_G,0.95,143.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.6,N/A,N/A,200+,High_B,0.95,353.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.6,N/A,N/A,200+,Low_B,0.95,359.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.6,N/A,N/A,200+,High_C,0.95,370.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.6,N/A,N/A,200+,Low_C,0.95,383.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.6,N/A,N/A,200+,High_D,0.95,406.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.6,N/A,N/A,200+,Low_D,0.95,433.4,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.6,N/A,N/A,200+,High_E,0.95,473.4,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.6,N/A,N/A,200+,Low_E,0.95,518.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.6,N/A,N/A,200+,High_F,0.95,581.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.6,N/A,N/A,200+,Low_F,0.95,649.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.6,N/A,N/A,200+,High_G,0.95,742,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.6,N/A,N/A,200+,Low_G,0.95,841.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.35,N/A,N/A,200+,High_B,0.95,425.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.35,N/A,N/A,200+,Low_B,0.95,431.4,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.35,N/A,N/A,200+,High_C,0.95,444.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.35,N/A,N/A,200+,Low_C,0.95,460.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.35,N/A,N/A,200+,High_D,0.95,486.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.35,N/A,N/A,200+,Low_D,0.95,518.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.35,N/A,N/A,200+,High_E,0.95,565.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.35,N/A,N/A,200+,Low_E,0.95,617.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.35,N/A,N/A,200+,High_F,0.95,691.6,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.35,N/A,N/A,200+,Low_F,0.95,772.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.35,N/A,N/A,200+,High_G,0.95,880.8,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.35,N/A,N/A,200+,Low_G,0.95,997.4,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.25,N/A,N/A,200+,High_B,0.95,454.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.25,N/A,N/A,200+,Low_B,0.95,461.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.25,N/A,N/A,200+,High_C,0.95,474.7,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.25,N/A,N/A,200+,Low_C,0.95,491.6,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.25,N/A,N/A,200+,High_D,0.95,519.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.25,N/A,N/A,200+,Low_D,0.95,553,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.25,N/A,N/A,200+,High_E,0.95,602.8,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.25,N/A,N/A,200+,Low_E,0.95,658.5,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.25,N/A,N/A,200+,High_F,0.95,736.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.25,N/A,N/A,200+,Low_F,0.95,822.4,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.25,N/A,N/A,200+,High_G,0.95,937.5,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.25,N/A,N/A,200+,Low_G,0.95,1061.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.3,N/A,N/A,200+,High_B,0.95,439.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.3,N/A,N/A,200+,Low_B,0.95,446.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.3,N/A,N/A,200+,High_C,0.95,459.4,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.3,N/A,N/A,200+,Low_C,0.95,475.8,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.3,N/A,N/A,200+,High_D,0.95,503.4,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.3,N/A,N/A,200+,Low_D,0.95,535.5,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.3,N/A,N/A,200+,High_E,0.95,583.9,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.3,N/A,N/A,200+,Low_E,0.95,638,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.3,N/A,N/A,200+,High_F,0.95,714.2,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.3,N/A,N/A,200+,Low_F,0.95,797.3,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.3,N/A,N/A,200+,High_G,0.95,909.1,N/A,,,,
"External / Internal Wall Insulation",IWI_solid_2.0_0.3,N/A,N/A,200+,Low_G,0.95,1029.2,N/A,,,,
"Cavity Wall Insulation",CWI_0.040,N/A,N/A,200+,High_B,0.95,211.6,N/A,,,,
"Cavity Wall Insulation",CWI_0.040,N/A,N/A,200+,Low_B,0.95,214.1,N/A,,,,
"Cavity Wall Insulation",CWI_0.040,N/A,N/A,200+,High_C,0.95,219.8,N/A,,,,
"Cavity Wall Insulation",CWI_0.040,N/A,N/A,200+,Low_C,0.95,227.2,N/A,,,,
"Cavity Wall Insulation",CWI_0.040,N/A,N/A,200+,High_D,0.95,239.9,N/A,,,,
"Cavity Wall Insulation",CWI_0.040,N/A,N/A,200+,Low_D,0.95,254.8,N/A,,,,
"Cavity Wall Insulation",CWI_0.040,N/A,N/A,200+,High_E,0.95,277.4,N/A,,,,
"Cavity Wall Insulation",CWI_0.040,N/A,N/A,200+,Low_E,0.95,302.9,N/A,,,,
"Cavity Wall Insulation",CWI_0.040,N/A,N/A,200+,High_F,0.95,338.9,N/A,,,,
"Cavity Wall Insulation",CWI_0.040,N/A,N/A,200+,Low_F,0.95,378.3,N/A,,,,
"Cavity Wall Insulation",CWI_0.040,N/A,N/A,200+,High_G,0.95,431.5,N/A,,,,
"Cavity Wall Insulation",CWI_0.040,N/A,N/A,200+,Low_G,0.95,488.7,N/A,,,,
"Cavity Wall Insulation",CWI_0.033,N/A,N/A,200+,High_B,0.95,227.6,N/A,,,,
"Cavity Wall Insulation",CWI_0.033,N/A,N/A,200+,Low_B,0.95,230.2,N/A,,,,
"Cavity Wall Insulation",CWI_0.033,N/A,N/A,200+,High_C,0.95,236.3,N/A,,,,
"Cavity Wall Insulation",CWI_0.033,N/A,N/A,200+,Low_C,0.95,244.2,N/A,,,,
"Cavity Wall Insulation",CWI_0.033,N/A,N/A,200+,High_D,0.95,257.7,N/A,,,,
"Cavity Wall Insulation",CWI_0.033,N/A,N/A,200+,Low_D,0.95,273.7,N/A,,,,
"Cavity Wall Insulation",CWI_0.033,N/A,N/A,200+,High_E,0.95,297.9,N/A,,,,
"Cavity Wall Insulation",CWI_0.033,N/A,N/A,200+,Low_E,0.95,325.1,N/A,,,,
"Cavity Wall Insulation",CWI_0.033,N/A,N/A,200+,High_F,0.95,363.6,N/A,,,,
"Cavity Wall Insulation",CWI_0.033,N/A,N/A,200+,Low_F,0.95,405.7,N/A,,,,
"Cavity Wall Insulation",CWI_0.033,N/A,N/A,200+,High_G,0.95,462.6,N/A,,,,
"Cavity Wall Insulation",CWI_0.033,N/A,N/A,200+,Low_G,0.95,523.8,N/A,,,,
"Cavity Wall Insulation",CWI_0.027,N/A,N/A,200+,High_B,0.95,242.9,N/A,,,,
"Cavity Wall Insulation",CWI_0.027,N/A,N/A,200+,Low_B,0.95,245.7,N/A,,,,
"Cavity Wall Insulation",CWI_0.027,N/A,N/A,200+,High_C,0.95,252.1,N/A,,,,
"Cavity Wall Insulation",CWI_0.027,N/A,N/A,200+,Low_C,0.95,260.5,N/A,,,,
"Cavity Wall Insulation",CWI_0.027,N/A,N/A,200+,High_D,0.95,274.8,N/A,,,,
"Cavity Wall Insulation",CWI_0.027,N/A,N/A,200+,Low_D,0.95,291.7,N/A,,,,
"Cavity Wall Insulation",CWI_0.027,N/A,N/A,200+,High_E,0.95,317.4,N/A,,,,
"Cavity Wall Insulation",CWI_0.027,N/A,N/A,200+,Low_E,0.95,346.3,N/A,,,,
"Cavity Wall Insulation",CWI_0.027,N/A,N/A,200+,High_F,0.95,387.1,N/A,,,,
"Cavity Wall Insulation",CWI_0.027,N/A,N/A,200+,Low_F,0.95,431.9,N/A,,,,
"Cavity Wall Insulation",CWI_0.027,N/A,N/A,200+,High_G,0.95,492.2,N/A,,,,
"Cavity Wall Insulation",CWI_0.027,N/A,N/A,200+,Low_G,0.95,557.3,N/A,,,,
"Cavity Wall Insulation",PWI_Cavity,N/A,N/A,200+,High_B,0.95,30.1,N/A,,,,
"Cavity Wall Insulation",PWI_Cavity,N/A,N/A,200+,Low_B,0.95,30.1,N/A,,,,
"Cavity Wall Insulation",PWI_Cavity,N/A,N/A,200+,High_C,0.95,30.6,N/A,,,,
"Cavity Wall Insulation",PWI_Cavity,N/A,N/A,200+,Low_C,0.95,31.4,N/A,,,,
"Cavity Wall Insulation",PWI_Cavity,N/A,N/A,200+,High_D,0.95,33.1,N/A,,,,
"Cavity Wall Insulation",PWI_Cavity,N/A,N/A,200+,Low_D,0.95,35.1,N/A,,,,
"Cavity Wall Insulation",PWI_Cavity,N/A,N/A,200+,High_E,0.95,38.4,N/A,,,,
"Cavity Wall Insulation",PWI_Cavity,N/A,N/A,200+,Low_E,0.95,42.2,N/A,,,,
"Cavity Wall Insulation",PWI_Cavity,N/A,N/A,200+,High_F,0.95,47.6,N/A,,,,
"Cavity Wall Insulation",PWI_Cavity,N/A,N/A,200+,Low_F,0.95,53.8,N/A,,,,
"Cavity Wall Insulation",PWI_Cavity,N/A,N/A,200+,High_G,0.95,62.1,N/A,,,,
"Cavity Wall Insulation",PWI_Cavity,N/A,N/A,200+,Low_G,0.95,71.2,N/A,,,,
"Cavity Wall Insulation",CWI_partial_fill,N/A,N/A,200+,High_B,0.95,44.8,N/A,,,,
