,,,,,,
"Measure category",Measure_Type,Pre_Main_Heating_Source,"Total Floor Area Band ","Starting Band","Average Treatable Factor","Cost Savings"
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",200+,Low_F,1,153.1
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",200+,High_G,1,181.7
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",200+,Low_G,1,214.6
"Other Heating",Smarttherm,"Solid Fossil Boiler",0-72,High_D,1,29.7
"Other Heating",Smarttherm,"Solid Fossil Boiler",0-72,Low_D,1,36.8
"Other Heating",Smarttherm,"Solid Fossil Boiler",0-72,High_E,1,42.2
"Other Heating",Smarttherm,"Solid Fossil Boiler",0-72,Low_E,1,48.1
"Other Heating",Smarttherm,"Solid Fossil Boiler",0-72,High_F,1,54.9
"Other Heating",Smarttherm,"Solid Fossil Boiler",0-72,Low_F,1,60.3
"Other Heating",Smarttherm,"Solid Fossil Boiler",0-72,High_G,1,69.8
"Other Heating",Smarttherm,"Solid Fossil Boiler",0-72,Low_G,1,76.6
"Other Heating",Smarttherm,"Solid Fossil Boiler",73-97,High_D,1,32
"Other Heating",Smarttherm,"Solid Fossil Boiler",73-97,Low_D,1,40.7
"Other Heating",Smarttherm,"Solid Fossil Boiler",73-97,High_E,1,46.6
"Other Heating",Smarttherm,"Solid Fossil Boiler",73-97,Low_E,1,53.9
"Other Heating",Smarttherm,"Solid Fossil Boiler",73-97,High_F,1,64.4
"Other Heating",Smarttherm,"Solid Fossil Boiler",73-97,Low_F,1,74.5
"Other Heating",Smarttherm,"Solid Fossil Boiler",73-97,High_G,1,84.7
"Other Heating",Smarttherm,"Solid Fossil Boiler",73-97,Low_G,1,105.2
"Other Heating",Smarttherm,"Solid Fossil Boiler",98-199,High_D,1,36.2
"Other Heating",Smarttherm,"Solid Fossil Boiler",98-199,Low_D,1,44.1
"Other Heating",Smarttherm,"Solid Fossil Boiler",98-199,High_E,1,54.6
"Other Heating",Smarttherm,"Solid Fossil Boiler",98-199,Low_E,1,64.3
"Other Heating",Smarttherm,"Solid Fossil Boiler",98-199,High_F,1,72.3
"Other Heating",Smarttherm,"Solid Fossil Boiler",98-199,Low_F,1,84.7
"Other Heating",Smarttherm,"Solid Fossil Boiler",98-199,High_G,1,97.8
"Other Heating",Smarttherm,"Solid Fossil Boiler",98-199,Low_G,1,117.6
"Other Heating",Smarttherm,"Solid Fossil Boiler",200+,High_D,1,77.3
"Other Heating",Smarttherm,"Solid Fossil Boiler",200+,Low_D,1,92.6
"Other Heating",Smarttherm,"Solid Fossil Boiler",200+,High_E,1,111.5
"Other Heating",Smarttherm,"Solid Fossil Boiler",200+,Low_E,1,116.1
"Other Heating",Smarttherm,"Solid Fossil Boiler",200+,High_F,1,141.9
"Other Heating",Smarttherm,"Solid Fossil Boiler",200+,Low_F,1,168.8
"Other Heating",Smarttherm,"Solid Fossil Boiler",200+,High_G,1,192.5
"Other Heating",Smarttherm,"Solid Fossil Boiler",200+,Low_G,1,230.3
"Other Heating",Smarttherm,"Electric Boiler",0-72,High_D,1,23.7
"Other Heating",Smarttherm,"Electric Boiler",0-72,Low_D,1,29.5
"Other Heating",Smarttherm,"Electric Boiler",0-72,High_E,1,35.5
"Other Heating",Smarttherm,"Electric Boiler",0-72,Low_E,1,40.3
"Other Heating",Smarttherm,"Electric Boiler",0-72,High_F,1,45.9
"Other Heating",Smarttherm,"Electric Boiler",0-72,Low_F,1,50.5
"Other Heating",Smarttherm,"Electric Boiler",0-72,High_G,1,58
"Other Heating",Smarttherm,"Electric Boiler",0-72,Low_G,1,63.6
"Other Heating",Smarttherm,"Electric Boiler",73-97,High_D,1,27.3
"Other Heating",Smarttherm,"Electric Boiler",73-97,Low_D,1,34.6
"Other Heating",Smarttherm,"Electric Boiler",73-97,High_E,1,42.7
"Other Heating",Smarttherm,"Electric Boiler",73-97,Low_E,1,49
"Other Heating",Smarttherm,"Electric Boiler",73-97,High_F,1,57
"Other Heating",Smarttherm,"Electric Boiler",73-97,Low_F,1,64.6
"Other Heating",Smarttherm,"Electric Boiler",73-97,High_G,1,78.4
"Other Heating",Smarttherm,"Electric Boiler",73-97,Low_G,1,88.1
"Other Heating",Smarttherm,"Electric Boiler",98-199,High_D,1,33.7
"Other Heating",Smarttherm,"Electric Boiler",98-199,Low_D,1,42.2
"Other Heating",Smarttherm,"Electric Boiler",98-199,High_E,1,47.3
"Other Heating",Smarttherm,"Electric Boiler",98-199,Low_E,1,57.6
"Other Heating",Smarttherm,"Electric Boiler",98-199,High_F,1,67.8
"Other Heating",Smarttherm,"Electric Boiler",98-199,Low_F,1,76.9
"Other Heating",Smarttherm,"Electric Boiler",98-199,High_G,1,88.2
"Other Heating",Smarttherm,"Electric Boiler",98-199,Low_G,1,103.1
"Other Heating",Smarttherm,"Electric Boiler",200+,High_D,1,71.4
"Other Heating",Smarttherm,"Electric Boiler",200+,Low_D,1,82.9
"Other Heating",Smarttherm,"Electric Boiler",200+,High_E,1,97.1
"Other Heating",Smarttherm,"Electric Boiler",200+,Low_E,1,113.1
"Other Heating",Smarttherm,"Electric Boiler",200+,High_F,1,134.5
"Other Heating",Smarttherm,"Electric Boiler",200+,Low_F,1,155.3
"Other Heating",Smarttherm,"Electric Boiler",200+,High_G,1,174.3
"Other Heating",Smarttherm,"Electric Boiler",200+,Low_G,1,210.8
"Other Heating",Smarttherm,"Air to Water ASHP",0-72,High_D,1,26.3
"Other Heating",Smarttherm,"Air to Water ASHP",0-72,Low_D,1,31.4
"Other Heating",Smarttherm,"Air to Water ASHP",0-72,High_E,1,37
"Other Heating",Smarttherm,"Air to Water ASHP",0-72,Low_E,1,40.7
"Other Heating",Smarttherm,"Air to Water ASHP",0-72,High_F,1,47
"Other Heating",Smarttherm,"Air to Water ASHP",0-72,Low_F,1,51.6
"Other Heating",Smarttherm,"Air to Water ASHP",0-72,High_G,1,56.6
"Other Heating",Smarttherm,"Air to Water ASHP",0-72,Low_G,1,61.6
"Other Heating",Smarttherm,"Air to Water ASHP",73-97,High_D,1,29.4
"Other Heating",Smarttherm,"Air to Water ASHP",73-97,Low_D,1,38.4
"Other Heating",Smarttherm,"Air to Water ASHP",73-97,High_E,1,44.8
"Other Heating",Smarttherm,"Air to Water ASHP",73-97,Low_E,1,51.9
"Other Heating",Smarttherm,"Air to Water ASHP",73-97,High_F,1,59.3
"Other Heating",Smarttherm,"Air to Water ASHP",73-97,Low_F,1,70.7
"Other Heating",Smarttherm,"Air to Water ASHP",73-97,High_G,1,79.4
"Other Heating",Smarttherm,"Air to Water ASHP",73-97,Low_G,1,88.7
"Other Heating",Smarttherm,"Air to Water ASHP",98-199,High_D,1,33.6
"Other Heating",Smarttherm,"Air to Water ASHP",98-199,Low_D,1,41.1
"Other Heating",Smarttherm,"Air to Water ASHP",98-199,High_E,1,50.1
"Other Heating",Smarttherm,"Air to Water ASHP",98-199,Low_E,1,56.8
"Other Heating",Smarttherm,"Air to Water ASHP",98-199,High_F,1,66.7
"Other Heating",Smarttherm,"Air to Water ASHP",98-199,Low_F,1,76.1
"Other Heating",Smarttherm,"Air to Water ASHP",98-199,High_G,1,88.6
"Other Heating",Smarttherm,"Air to Water ASHP",98-199,Low_G,1,99
"Other Heating",Smarttherm,"Air to Water ASHP",200+,High_D,1,71.2
"Other Heating",Smarttherm,"Air to Water ASHP",200+,Low_D,1,86.3
"Other Heating",Smarttherm,"Air to Water ASHP",200+,High_E,1,99.9
"Other Heating",Smarttherm,"Air to Water ASHP",200+,Low_E,1,117.8
"Other Heating",Smarttherm,"Air to Water ASHP",200+,High_F,1,136.5
"Other Heating",Smarttherm,"Air to Water ASHP",200+,Low_F,1,154.6
"Other Heating",Smarttherm,"Air to Water ASHP",200+,High_G,1,181.2
"Other Heating",Smarttherm,"Air to Water ASHP",200+,Low_G,1,202.1
"Other Heating",TRV,"Condensing Gas Boiler",0-72,High_D,1,16.9
"Other Heating",TRV,"Condensing Gas Boiler",0-72,Low_D,1,17.4
"Other Heating",TRV,"Condensing Gas Boiler",0-72,High_E,1,17.4
"Other Heating",TRV,"Condensing Gas Boiler",0-72,Low_E,1,16.6
"Other Heating",TRV,"Condensing Gas Boiler",0-72,High_F,1,14.7
"Other Heating",TRV,"Condensing Gas Boiler",0-72,Low_F,1,12
"Other Heating",TRV,"Condensing Gas Boiler",0-72,High_G,1,7.6
"Other Heating",TRV,"Condensing Gas Boiler",0-72,Low_G,1,2.2
"Other Heating",TRV,"Condensing Gas Boiler",73-97,High_D,1,22.7
"Other Heating",TRV,"Condensing Gas Boiler",73-97,Low_D,1,23.6
"Other Heating",TRV,"Condensing Gas Boiler",73-97,High_E,1,23.7
"Other Heating",TRV,"Condensing Gas Boiler",73-97,Low_E,1,22.8
"Other Heating",TRV,"Condensing Gas Boiler",73-97,High_F,1,20.5
"Other Heating",TRV,"Condensing Gas Boiler",73-97,Low_F,1,17.1
"Other Heating",TRV,"Condensing Gas Boiler",73-97,High_G,1,11.5
"Other Heating",TRV,"Condensing Gas Boiler",73-97,Low_G,1,4.5
"Other Heating",TRV,"Condensing Gas Boiler",98-199,High_D,1,25.3
"Other Heating",TRV,"Condensing Gas Boiler",98-199,Low_D,1,25.8
"Other Heating",TRV,"Condensing Gas Boiler",98-199,High_E,1,25.5
"Other Heating",TRV,"Condensing Gas Boiler",98-199,Low_E,1,24
"Other Heating",TRV,"Condensing Gas Boiler",98-199,High_F,1,21
"Other Heating",TRV,"Condensing Gas Boiler",98-199,Low_F,1,16.7
"Other Heating",TRV,"Condensing Gas Boiler",98-199,High_G,1,10
"Other Heating",TRV,"Condensing Gas Boiler",98-199,Low_G,1,2
"Other Heating",TRV,"Condensing Gas Boiler",200+,High_D,1,71.3
"Other Heating",TRV,"Condensing Gas Boiler",200+,Low_D,1,72
"Other Heating",TRV,"Condensing Gas Boiler",200+,High_E,1,49.2
"Other Heating",TRV,"Condensing Gas Boiler",200+,Low_E,1,47.5
"Other Heating",TRV,"Condensing Gas Boiler",200+,High_F,1,31.8
"Other Heating",TRV,"Condensing Gas Boiler",200+,Low_F,1,19.6
"Other Heating",TRV,"Condensing Gas Boiler",200+,High_G,1,7.4
"Other Heating",TRV,"Condensing Gas Boiler",200+,Low_G,1,4.3
"Other Heating",TRV,"Non Condensing Gas Boiler",0-72,High_D,1,21.4
"Other Heating",TRV,"Non Condensing Gas Boiler",0-72,Low_D,1,23.1
"Other Heating",TRV,"Non Condensing Gas Boiler",0-72,High_E,1,24.4
"Other Heating",TRV,"Non Condensing Gas Boiler",0-72,Low_E,1,24.8
"Other Heating",TRV,"Non Condensing Gas Boiler",0-72,High_F,1,24.4
"Other Heating",TRV,"Non Condensing Gas Boiler",0-72,Low_F,1,23
"Other Heating",TRV,"Non Condensing Gas Boiler",0-72,High_G,1,20.2
"Other Heating",TRV,"Non Condensing Gas Boiler",0-72,Low_G,1,16.3
"Other Heating",TRV,"Non Condensing Gas Boiler",73-97,High_D,1,25.6
"Other Heating",TRV,"Non Condensing Gas Boiler",73-97,Low_D,1,27.2
"Other Heating",TRV,"Non Condensing Gas Boiler",73-97,High_E,1,28.3
"Other Heating",TRV,"Non Condensing Gas Boiler",73-97,Low_E,1,28.3
"Other Heating",TRV,"Non Condensing Gas Boiler",73-97,High_F,1,27
"Other Heating",TRV,"Non Condensing Gas Boiler",73-97,Low_F,1,24.6
"Other Heating",TRV,"Non Condensing Gas Boiler",73-97,High_G,1,20.2
"Other Heating",TRV,"Non Condensing Gas Boiler",73-97,Low_G,1,14.6
"Other Heating",TRV,"Non Condensing Gas Boiler",98-199,High_D,1,30.4
"Other Heating",TRV,"Non Condensing Gas Boiler",98-199,Low_D,1,32.2
"Other Heating",TRV,"Non Condensing Gas Boiler",98-199,High_E,1,33.5
"Other Heating",TRV,"Non Condensing Gas Boiler",98-199,Low_E,1,33.6
"Other Heating",TRV,"Non Condensing Gas Boiler",98-199,High_F,1,32.6
"Other Heating",TRV,"Non Condensing Gas Boiler",98-199,Low_F,1,30.2
"Other Heating",TRV,"Non Condensing Gas Boiler",98-199,High_G,1,25.9
"Other Heating",TRV,"Non Condensing Gas Boiler",98-199,Low_G,1,20.2
"Other Heating",TRV,"Non Condensing Gas Boiler",200+,High_D,1,67.6
"Other Heating",TRV,"Non Condensing Gas Boiler",200+,Low_D,1,71.4
"Other Heating",TRV,"Non Condensing Gas Boiler",200+,High_E,1,73.6
"Other Heating",TRV,"Non Condensing Gas Boiler",200+,Low_E,1,72.9
"Other Heating",TRV,"Non Condensing Gas Boiler",200+,High_F,1,68.8
"Other Heating",TRV,"Non Condensing Gas Boiler",200+,Low_F,1,61.6
"Other Heating",TRV,"Non Condensing Gas Boiler",200+,High_G,1,48.9
"Other Heating",TRV,"Non Condensing Gas Boiler",200+,Low_G,1,32.6
"Other Heating",TRV,"Non Condensing LPG Boiler",0-72,High_D,1,35.2
"Other Heating",TRV,"Non Condensing LPG Boiler",0-72,Low_D,1,38.9
"Other Heating",TRV,"Non Condensing LPG Boiler",0-72,High_E,1,42.2
"Other Heating",TRV,"Non Condensing LPG Boiler",0-72,Low_E,1,44.1
"Other Heating",TRV,"Non Condensing LPG Boiler",0-72,High_F,1,44.8
"Other Heating",TRV,"Non Condensing LPG Boiler",0-72,Low_F,1,43.9
"Other Heating",TRV,"Non Condensing LPG Boiler",0-72,High_G,1,40.9
"Other Heating",TRV,"Non Condensing LPG Boiler",0-72,Low_G,1,36
"Other Heating",TRV,"Non Condensing LPG Boiler",73-97,High_D,1,42.8
"Other Heating",TRV,"Non Condensing LPG Boiler",73-97,Low_D,1,46.5
"Other Heating",TRV,"Non Condensing LPG Boiler",73-97,High_E,1,49.5
"Other Heating",TRV,"Non Condensing LPG Boiler",73-97,Low_E,1,50.9
"Other Heating",TRV,"Non Condensing LPG Boiler",73-97,High_F,1,50.7
"Other Heating",TRV,"Non Condensing LPG Boiler",73-97,Low_F,1,48.6
"Other Heating",TRV,"Non Condensing LPG Boiler",73-97,High_G,1,43.8
"Other Heating",TRV,"Non Condensing LPG Boiler",73-97,Low_G,1,36.9
"Other Heating",TRV,"Non Condensing LPG Boiler",98-199,High_D,1,52.3
"Other Heating",TRV,"Non Condensing LPG Boiler",98-199,Low_D,1,56.2
"Other Heating",TRV,"Non Condensing LPG Boiler",98-199,High_E,1,59.4
"Other Heating",TRV,"Non Condensing LPG Boiler",98-199,Low_E,1,60.7
"Other Heating",TRV,"Non Condensing LPG Boiler",98-199,High_F,1,60.2
"Other Heating",TRV,"Non Condensing LPG Boiler",98-199,Low_F,1,57.7
"Other Heating",TRV,"Non Condensing LPG Boiler",98-199,High_G,1,52
"Other Heating",TRV,"Non Condensing LPG Boiler",98-199,Low_G,1,44.1
"Other Heating",TRV,"Non Condensing LPG Boiler",200+,High_D,1,96.6
"Other Heating",TRV,"Non Condensing LPG Boiler",200+,Low_D,1,105.6
"Other Heating",TRV,"Non Condensing LPG Boiler",200+,High_E,1,115
"Other Heating",TRV,"Non Condensing LPG Boiler",200+,Low_E,1,122.1
"Other Heating",TRV,"Non Condensing LPG Boiler",200+,High_F,1,128.5
"Other Heating",TRV,"Non Condensing LPG Boiler",200+,Low_F,1,132.3
"Other Heating",TRV,"Non Condensing LPG Boiler",200+,High_G,1,134.1
"Other Heating",TRV,"Non Condensing LPG Boiler",200+,Low_G,1,133
"Other Heating",TRV,"Condensing LPG Boiler",0-72,High_D,1,35.6
"Other Heating",TRV,"Condensing LPG Boiler",0-72,Low_D,1,38.6
"Other Heating",TRV,"Condensing LPG Boiler",0-72,High_E,1,40.4
"Other Heating",TRV,"Condensing LPG Boiler",0-72,Low_E,1,40.2
"Other Heating",TRV,"Condensing LPG Boiler",0-72,High_F,1,37.8
"Other Heating",TRV,"Condensing LPG Boiler",0-72,Low_F,1,33.1
"Other Heating",TRV,"Condensing LPG Boiler",0-72,High_G,1,24.7
"Other Heating",TRV,"Condensing LPG Boiler",0-72,Low_G,1,13.8
"Other Heating",TRV,"Condensing LPG Boiler",73-97,High_D,1,43
"Other Heating",TRV,"Condensing LPG Boiler",73-97,Low_D,1,45.9
"Other Heating",TRV,"Condensing LPG Boiler",73-97,High_E,1,47.5
"Other Heating",TRV,"Condensing LPG Boiler",73-97,Low_E,1,46.9
"Other Heating",TRV,"Condensing LPG Boiler",73-97,High_F,1,43.5
"Other Heating",TRV,"Condensing LPG Boiler",73-97,Low_F,1,37.6
"Other Heating",TRV,"Condensing LPG Boiler",73-97,High_G,1,27.4
"Other Heating",TRV,"Condensing LPG Boiler",73-97,Low_G,1,14.3
"Other Heating",TRV,"Condensing LPG Boiler",98-199,High_D,1,51
"Other Heating",TRV,"Condensing LPG Boiler",98-199,Low_D,1,54.3
"Other Heating",TRV,"Condensing LPG Boiler",98-199,High_E,1,56.2
"Other Heating",TRV,"Condensing LPG Boiler",98-199,Low_E,1,55.8
"Other Heating",TRV,"Condensing LPG Boiler",98-199,High_F,1,52.5
"Other Heating",TRV,"Condensing LPG Boiler",98-199,Low_F,1,46.6
"Other Heating",TRV,"Condensing LPG Boiler",98-199,High_G,1,36.2
"Other Heating",TRV,"Condensing LPG Boiler",98-199,Low_G,1,22.8
"Other Heating",TRV,"Condensing LPG Boiler",200+,High_D,1,100.3
"Other Heating",TRV,"Condensing LPG Boiler",200+,Low_D,1,108.6
"Other Heating",TRV,"Condensing LPG Boiler",200+,High_E,1,115.2
"Other Heating",TRV,"Condensing LPG Boiler",200+,Low_E,1,117.8
"Other Heating",TRV,"Condensing LPG Boiler",200+,High_F,1,116.2
"Other Heating",TRV,"Condensing LPG Boiler",200+,Low_F,1,110.1
"Other Heating",TRV,"Condensing LPG Boiler",200+,High_G,1,97.2
"Other Heating",TRV,"Condensing LPG Boiler",200+,Low_G,1,79.1
"Other Heating",TRV,"Non Condensing Oil Boiler",0-72,High_D,1,31.6
"Other Heating",TRV,"Non Condensing Oil Boiler",0-72,Low_D,1,33.4
"Other Heating",TRV,"Non Condensing Oil Boiler",0-72,High_E,1,34
"Other Heating",TRV,"Non Condensing Oil Boiler",0-72,Low_E,1,32.8
"Other Heating",TRV,"Non Condensing Oil Boiler",0-72,High_F,1,29.3
"Other Heating",TRV,"Non Condensing Oil Boiler",0-72,Low_F,1,23.9
"Other Heating",TRV,"Non Condensing Oil Boiler",0-72,High_G,1,14.8
"Other Heating",TRV,"Non Condensing Oil Boiler",0-72,Low_G,1,3.6
"Other Heating",TRV,"Non Condensing Oil Boiler",73-97,High_D,1,39
"Other Heating",TRV,"Non Condensing Oil Boiler",73-97,Low_D,1,41.1
"Other Heating",TRV,"Non Condensing Oil Boiler",73-97,High_E,1,41.7
"Other Heating",TRV,"Non Condensing Oil Boiler",73-97,Low_E,1,40.2
"Other Heating",TRV,"Non Condensing Oil Boiler",73-97,High_F,1,35.7
"Other Heating",TRV,"Non Condensing Oil Boiler",73-97,Low_F,1,28.9
"Other Heating",TRV,"Non Condensing Oil Boiler",73-97,High_G,1,17.7
"Other Heating",TRV,"Non Condensing Oil Boiler",73-97,Low_G,1,3.7
"Other Heating",TRV,"Non Condensing Oil Boiler",98-199,High_D,1,43.5
"Other Heating",TRV,"Non Condensing Oil Boiler",98-199,Low_D,1,46
"Other Heating",TRV,"Non Condensing Oil Boiler",98-199,High_E,1,47.3
"Other Heating",TRV,"Non Condensing Oil Boiler",98-199,Low_E,1,46.7
"Other Heating",TRV,"Non Condensing Oil Boiler",98-199,High_F,1,43.7
"Other Heating",TRV,"Non Condensing Oil Boiler",98-199,Low_F,1,38.5
"Other Heating",TRV,"Non Condensing Oil Boiler",98-199,High_G,1,29.4
"Other Heating",TRV,"Non Condensing Oil Boiler",98-199,Low_G,1,17.9
"Other Heating",TRV,"Non Condensing Oil Boiler",200+,High_D,1,92.5
"Other Heating",TRV,"Non Condensing Oil Boiler",200+,Low_D,1,99.4
"Other Heating",TRV,"Non Condensing Oil Boiler",200+,High_E,1,104.2
"Other Heating",TRV,"Non Condensing Oil Boiler",200+,Low_E,1,104.9
"Other Heating",TRV,"Non Condensing Oil Boiler",200+,High_F,1,101.1
"Other Heating",TRV,"Non Condensing Oil Boiler",200+,Low_F,1,92.8
"Other Heating",TRV,"Non Condensing Oil Boiler",200+,High_G,1,77.1
"Other Heating",TRV,"Non Condensing Oil Boiler",200+,Low_G,1,56.3
"Other Heating",TRV,"Condensing Oil Boiler",0-72,High_D,1,29
"Other Heating",TRV,"Condensing Oil Boiler",0-72,Low_D,1,31.7
"Other Heating",TRV,"Condensing Oil Boiler",0-72,High_E,1,34.1
"Other Heating",TRV,"Condensing Oil Boiler",0-72,Low_E,1,35.5
"Other Heating",TRV,"Condensing Oil Boiler",0-72,High_F,1,36
"Other Heating",TRV,"Condensing Oil Boiler",0-72,Low_F,1,35.3
"Other Heating",TRV,"Condensing Oil Boiler",0-72,High_G,1,33.1
"Other Heating",TRV,"Condensing Oil Boiler",0-72,Low_G,1,29.6
"Other Heating",TRV,"Condensing Oil Boiler",73-97,High_D,1,34.4
"Other Heating",TRV,"Condensing Oil Boiler",73-97,Low_D,1,36.6
"Other Heating",TRV,"Condensing Oil Boiler",73-97,High_E,1,38
"Other Heating",TRV,"Condensing Oil Boiler",73-97,Low_E,1,37.8
"Other Heating",TRV,"Condensing Oil Boiler",73-97,High_F,1,35.9
"Other Heating",TRV,"Condensing Oil Boiler",73-97,Low_F,1,32.3
"Other Heating",TRV,"Condensing Oil Boiler",73-97,High_G,1,25.9
"Other Heating",TRV,"Condensing Oil Boiler",73-97,Low_G,1,17.5
"Other Heating",TRV,"Condensing Oil Boiler",98-199,High_D,1,39.6
"Other Heating",TRV,"Condensing Oil Boiler",98-199,Low_D,1,42.1
"Other Heating",TRV,"Condensing Oil Boiler",98-199,High_E,1,43.9
"Other Heating",TRV,"Condensing Oil Boiler",98-199,Low_E,1,44.2
"Other Heating",TRV,"Condensing Oil Boiler",98-199,High_F,1,42.7
"Other Heating",TRV,"Condensing Oil Boiler",98-199,Low_F,1,39.6
"Other Heating",TRV,"Condensing Oil Boiler",98-199,High_G,1,33.7
"Other Heating",TRV,"Condensing Oil Boiler",98-199,Low_G,1,25.9
"Other Heating",TRV,"Condensing Oil Boiler",200+,High_D,1,85.2
"Other Heating",TRV,"Condensing Oil Boiler",200+,Low_D,1,91.5
"Other Heating",TRV,"Condensing Oil Boiler",200+,High_E,1,96
"Other Heating",TRV,"Condensing Oil Boiler",200+,Low_E,1,97
"Other Heating",TRV,"Condensing Oil Boiler",200+,High_F,1,94.1
"Other Heating",TRV,"Condensing Oil Boiler",200+,Low_F,1,87.4
"Other Heating",TRV,"Condensing Oil Boiler",200+,High_G,1,74.3
"Other Heating",TRV,"Condensing Oil Boiler",200+,Low_G,1,56.9
"Other Heating",TRV,"Electric Boiler",0-72,High_D,1,27.7
"Other Heating",TRV,"Electric Boiler",0-72,Low_D,1,29.4
"Other Heating",TRV,"Electric Boiler",0-72,High_E,1,30
"Other Heating",TRV,"Electric Boiler",0-72,Low_E,1,29
"Other Heating",TRV,"Electric Boiler",0-72,High_F,1,25.7
"Other Heating",TRV,"Electric Boiler",0-72,Low_F,1,20.7
"Other Heating",TRV,"Electric Boiler",0-72,High_G,1,12.3
"Other Heating",TRV,"Electric Boiler",0-72,Low_G,1,1.9
"Other Heating",TRV,"Electric Boiler",73-97,High_D,1,32.6
"Other Heating",TRV,"Electric Boiler",73-97,Low_D,1,34.5
"Other Heating",TRV,"Electric Boiler",73-97,High_E,1,35.3
"Other Heating",TRV,"Electric Boiler",73-97,Low_E,1,34.4
"Other Heating",TRV,"Electric Boiler",73-97,High_F,1,31.3
"Other Heating",TRV,"Electric Boiler",73-97,Low_F,1,26.3
"Other Heating",TRV,"Electric Boiler",73-97,High_G,1,17.8
"Other Heating",TRV,"Electric Boiler",73-97,Low_G,1,7.2
"Other Heating",TRV,"Electric Boiler",98-199,High_D,1,39.7
"Other Heating",TRV,"Electric Boiler",98-199,Low_D,1,41.5
"Other Heating",TRV,"Electric Boiler",98-199,High_E,1,41.8
"Other Heating",TRV,"Electric Boiler",98-199,Low_E,1,40.3
"Other Heating",TRV,"Electric Boiler",98-199,High_F,1,36
"Other Heating",TRV,"Electric Boiler",98-199,Low_F,1,29.5
"Other Heating",TRV,"Electric Boiler",98-199,High_G,1,18.9
"Other Heating",TRV,"Electric Boiler",98-199,Low_G,1,5.8
"Other Heating",TRV,"Electric Boiler",200+,High_D,1,83
"Other Heating",TRV,"Electric Boiler",200+,Low_D,1,90.1
"Other Heating",TRV,"Electric Boiler",200+,High_E,1,96.1
"Other Heating",TRV,"Electric Boiler",200+,Low_E,1,99
"Other Heating",TRV,"Electric Boiler",200+,High_F,1,99.1
"Other Heating",TRV,"Electric Boiler",200+,Low_F,1,95.6
"Other Heating",TRV,"Electric Boiler",200+,High_G,1,87.2
"Other Heating",TRV,"Electric Boiler",200+,Low_G,1,74.9
"Other Heating",TRV,"Solid Fossil Boiler",0-72,High_D,1,33.8
"Other Heating",TRV,"Solid Fossil Boiler",0-72,Low_D,1,35.6
"Other Heating",TRV,"Solid Fossil Boiler",0-72,High_E,1,36
"Other Heating",TRV,"Solid Fossil Boiler",0-72,Low_E,1,34.6
"Other Heating",TRV,"Solid Fossil Boiler",0-72,High_F,1,30.4
"Other Heating",TRV,"Solid Fossil Boiler",0-72,Low_F,1,24.1
"Other Heating",TRV,"Solid Fossil Boiler",0-72,High_G,1,13.8
"Other Heating",TRV,"Solid Fossil Boiler",0-72,Low_G,1,1
"Other Heating",TRV,"Solid Fossil Boiler",73-97,High_D,1,41.4
"Other Heating",TRV,"Solid Fossil Boiler",73-97,Low_D,1,44.1
"Other Heating",TRV,"Solid Fossil Boiler",73-97,High_E,1,45.4
